"NYSE_IP","http://en.wikipedia.org/wiki/International_Paper","International Paper",0,0
"NYSE_IPG","http://en.wikipedia.org/wiki/Interpublic_Group","Interpublic Group of Companies",1,8579
"NYSE_IFF","http://en.wikipedia.org/wiki/Intl_Flavors_&_Fragrances","International Flavors & Fragrances",2,14222
"NASDAQ_INTU","http://en.wikipedia.org/wiki/Intuit_Inc.","Intuit",0,0
"NASDAQ_ISRG","http://en.wikipedia.org/wiki/Intuitive_Surgical_Inc.","Intuitive Surgical",1,14940
"NYSE_IVZ","http://en.wikipedia.org/wiki/Invesco_Ltd.","Invesco",0,0
"NYSE_IRM","http://en.wikipedia.org/wiki/Iron_Mountain_Incorporated","Iron Mountain Incorporated",1,23205
"NYSE_JEC","http://en.wikipedia.org/wiki/Jacobs_Engineering_Group","Jacobs Engineering Group",0,0
"NASDAQ_JBHT","http://en.wikipedia.org/wiki/J._B._Hunt_Transport_Services","J. B. Hunt",1,4506
"NYSE_JNJ","http://en.wikipedia.org/wiki/Johnson_&_Johnson","Johnson & Johnson",17,707783
"NYSE_JCI","http://en.wikipedia.org/wiki/Johnson_Controls","Johnson Controls",4,132650
"NYSE_JPM","http://en.wikipedia.org/wiki/JPMorgan_Chase_&_Co.","JPMorgan Chase",4,351540
"NYSE_JNPR","http://en.wikipedia.org/wiki/Juniper_Networks","Juniper Networks",2,122126
"NYSE_KSU","http://en.wikipedia.org/wiki/Kansas_City_Southern","Kansas City Southern (company)",0,0
"NYSE_K","http://en.wikipedia.org/wiki/Kellogg_Co.","Kellogg's",12,509217
"NYSE_KEY","http://en.wikipedia.org/wiki/KeyCorp","KeyBank",0,0
"NASDAQ_GMCR","http://en.wikipedia.org/wiki/Keurig_Green_Mountain","Keurig Green Mountain",7,363567
"NYSE_KMB","http://en.wikipedia.org/wiki/Kimberly-Clark","Kimberly-Clark",0,0
"NYSE_KIM","http://en.wikipedia.org/wiki/Kimco_Realty","Kimco Realty",1,5184
"NYSE_KMI","http://en.wikipedia.org/wiki/Kinder_Morgan","Kinder Morgan",0,0
"NASDAQ_KLAC","http://en.wikipedia.org/wiki/KLA-Tencor_Corp.","KLA-Tencor",4,45262
"NYSE_KSS","http://en.wikipedia.org/wiki/Kohl's_Corp.","Kohl's",0,0
"NASDAQ_KHC","http://en.wikipedia.org/wiki/Kraft_Heinz","Kraft Heinz",10,62976
"NYSE_KR","http://en.wikipedia.org/wiki/Kroger_Co.","Kroger",8,421399
"NYSE_LB","http://en.wikipedia.org/wiki/L_Brands_Inc.","L Brands",3,23633
"NYSE_LLL","http://en.wikipedia.org/wiki/L-3_Communications_Holdings","L-3 Communications",0,0
"NYSE_LH","http://en.wikipedia.org/wiki/Laboratory_Corp._of_America_Holding","LabCorp",0,0
"NASDAQ_LRCX","http://en.wikipedia.org/wiki/Lam_Research","Lam Research",0,0
"NYSE_LM","http://en.wikipedia.org/wiki/Legg_Mason","Legg Mason",4,33752
"NYSE_LEG","http://en.wikipedia.org/wiki/Leggett_&_Platt","Leggett & Platt",0,0
"NYSE_LEN","http://en.wikipedia.org/wiki/Lennar_Corp.","Lennar Corporation",7,124348
"NYSE_LVLT","http://en.wikipedia.org/wiki/Level_3_Communications","Level 3 Communications",0,0
"NYSE_LUK","http://en.wikipedia.org/wiki/Leucadia_National_Corp.","Leucadia National",0,0
"NYSE_LLY","http://en.wikipedia.org/wiki/Lilly_(Eli)_&_Co.","Eli Lilly and Company",11,817578
"NYSE_LNC","http://en.wikipedia.org/wiki/Lincoln_National","Lincoln National Corporation",0,0
"NASDAQ_LLTC","http://en.wikipedia.org/wiki/Linear_Technology_Corp.","Linear Technology",0,0
"NYSE_LMT","http://en.wikipedia.org/wiki/Lockheed_Martin_Corp.","Lockheed Martin",8,333706
"NYSE_L","http://en.wikipedia.org/wiki/Loews_Corp.","Loews Corporation",3,34120
"NYSE_LOW","http://en.wikipedia.org/wiki/Lowe's_Cos.","Lowe's",1,29114
"NYSE_LYB","http://en.wikipedia.org/wiki/LyondellBasell","LyondellBasell",0,0
"NYSE_MTB","http://en.wikipedia.org/wiki/M&T_Bank_Corp.","M&T Bank",0,0
"NYSE_MAC","http://en.wikipedia.org/wiki/Macerich","Macerich",0,0
"NYSE_M","http://en.wikipedia.org/wiki/Macy's_Inc.","Macy's, Inc.",4,92628
"NYSE_MNK","http://en.wikipedia.org/wiki/Mallinckrodt_Plc","Mallinckrodt",1,12570
